food_id,name,meal_type,calories,protein,carbs,fats,vegetarian,vegan,eggetarian,non_veg,contains_dairy,contains_gluten,contains_nuts,contains_soy,contains_eggs,contains_seafood,diabetes_friendly,bp_friendly,thyroid_friendly,pcos_friendly,heart_friendly,cholesterol_friendly,anemia_friendly,arthritis_friendly,weight_loss_friendly,muscle_gain_friendly,maintenance_friendly,weight_gain_friendly,healthy_lifestyle_friendly,budget_level,ingredients
122,Kadhi with Soya Chunk Khichdi,dinner,560,36,72,14,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,low,Curd|Besan|Soya Chunks|Rice|Moong Dal|Turmeric|Salt|Ghee
123,Kadhi with Sprouted Moong Khichdi,dinner,520,28,68,12,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,low,Curd|Besan|Sprouted Moong|Rice|Turmeric|Salt|Ghee
124,Kadhi with Mixed Dal Khichdi,dinner,540,32,75,14,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,low,Curd|Besan|Mixed Dal|Rice|Turmeric|Salt|Ghee
125,Kadhi with Paneer Millet Khichdi,dinner,580,34,72,18,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,medium,Curd|Besan|Paneer|Millets|Moong Dal|Turmeric|Salt|Ghee
126,Kadhi with Tofu Vegetable Khichdi,dinner,540,30,70,16,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,medium,Curd|Besan|Tofu|Rice|Moong Dal|Vegetables|Turmeric|Salt|Ghee
127,Kadhi with Besan Sprout Rice,dinner,520,26,75,12,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,low,Curd|Besan|Sprouted Dal|Rice|Turmeric|Salt|Ghee
128,Kadhi with Paneer Brown Rice,dinner,600,32,80,18,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,medium,Curd|Besan|Paneer|Brown Rice|Turmeric|Salt|Ghee
129,Sambar with Sprouted Moong Idli,dinner,520,28,78,8,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,low,Rice|Urad Dal|Sprouted Moong|Toor Dal|Vegetables|Tamarind|Sambar Powder|Salt
130,Sambar with Mixed Dal Idli,dinner,540,30,80,10,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,low,Rice|Urad Dal|Mixed Dal|Toor Dal|Vegetables|Tamarind|Sambar Powder|Salt
131,Sambar with Paneer Idli,dinner,600,34,75,18,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,medium,Rice|Urad Dal|Paneer|Toor Dal|Vegetables|Tamarind|Sambar Powder|Salt
132,Sambar with Tofu Idli,dinner,560,30,78,14,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,medium,Rice|Urad Dal|Tofu|Toor Dal|Vegetables|Tamarind|Sambar Powder|Salt
133,Sambar with Sprouted Millet Dosa,dinner,540,28,82,10,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,low,Millets|Urad Dal|Sprouted Moong|Toor Dal|Vegetables|Tamarind|Sambar Powder|Salt
134,Sambar with Paneer Dosa,dinner,620,36,80,20,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,medium,Rice|Urad Dal|Paneer|Toor Dal|Vegetables|Tamarind|Sambar Powder|Salt
135,Sambar with Soya Dosa,dinner,580,38,78,16,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,medium,Rice|Urad Dal|Soya Chunks|Toor Dal|Vegetables|Tamarind|Sambar Powder|Salt
136,Sambar with Sprouted Brown Rice,dinner,560,28,90,10,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,low,Brown Rice|Sprouted Moong|Toor Dal|Vegetables|Tamarind|Sambar Powder|Salt
137,Sambar with Paneer Brown Rice,dinner,620,34,88,20,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,medium,Brown Rice|Paneer|Toor Dal|Vegetables|Tamarind|Sambar Powder|Salt
138,Sambar with Tofu Brown Rice,dinner,580,30,90,16,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,medium,Brown Rice|Tofu|Toor Dal|Vegetables|Tamarind|Sambar Powder|Salt
139,Sambar with Mixed Dal Khichdi,dinner,560,32,75,12,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,low,Rice|Mixed Dal|Toor Dal|Vegetables|Tamarind|Sambar Powder|Salt
140,Kadhi with Sprouted Mixed Dal Rice,dinner,540,30,78,14,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,low,Curd|Besan|Sprouted Mixed Dal|Rice|Turmeric|Salt|Ghee
141,Roasted Soya Nuts,snack,220,18,12,10,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,medium,Soya Nuts|Salt
142,Paneer Cubes with Black Pepper,snack,260,20,4,18,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,medium,Paneer|Black Pepper|Salt
143,Greek Yogurt Bowl,snack,220,18,16,6,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,medium,Greek Yogurt|Fruits|Nuts|Honey
144,Sprouted Moong Chaat,snack,200,14,28,3,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,low,Sprouted Moong|Onion|Tomato|Lemon|Salt|Coriander
145,Roasted Chana Peanut Mix,snack,240,16,22,10,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,low,Roasted Chana|Peanuts|Salt|Spices
146,Boiled Egg,snack,90,6,1,7,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,low,Egg|Salt
147,2 Boiled Eggs,snack,180,12,2,14,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,medium,Eggs|Salt
148,Egg White Snack Bowl,snack,160,18,4,2,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,medium,Egg Whites|Onion|Pepper|Salt
149,Paneer Sprout Salad,snack,260,22,16,12,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,medium,Paneer|Sprouted Moong|Cucumber|Tomato|Lemon|Salt
150,Curd with Roasted Flax Seeds,snack,210,14,12,8,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,low,Curd|Flax Seeds
151,Soya Chunk Salad,snack,230,24,18,6,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,low,Boiled Soya Chunks|Onion|Tomato|Lemon|Salt
152,Roasted Peanut Chaat,snack,260,12,14,20,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,low,Peanuts|Onion|Tomato|Lemon|Salt|Spices
153,Chana Sundal,snack,220,12,34,4,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,low,Chickpeas|Mustard Seeds|Curry Leaves|Grated Coconut|Salt
154,Paneer Peanut Salad,snack,300,24,12,20,1,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,medium,Paneer|Peanuts|Cucumber|Tomato|Lemon|Salt
155,Boiled Chana Salad,snack,200,14,30,3,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,low,Boiled Chana|Onion|Tomato|Cucumber|Lemon|Salt
156,Curd Paneer Bowl,snack,260,22,10,14,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,medium,Curd|Paneer|Salt|Pepper
157,Soya Peanut Mix,snack,280,20,16,18,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,low,Soya Chunks|Peanuts|Salt|Spices
158,Paneer Flaxseed Bites,snack,240,18,8,16,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,medium,Paneer|Flax Seeds|Salt|Pepper
159,Sprouted Mixed Dal Salad,snack,210,16,28,3,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,low,Sprouted Mixed Dal|Onion|Tomato|Cucumber|Lemon|Salt
160,Tofu Cubes with Lemon,snack,200,18,6,12,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,medium,Tofu|Lemon|Salt|Pepper
161,Paneer Stuffed Paratha with Curd,breakfast,620,26,60,28,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,medium,Wheat Flour|Paneer|Salt|Oil|Curd
162,Vegetable Upma with Peanuts,breakfast,520,14,70,18,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,low,Suji|Onion|Carrot|Beans|Peas|Peanuts|Mustard Seeds|Curry Leaves|Salt|Oil
163,Poha with Peanuts and Sprouts,breakfast,540,16,80,14,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,low,Poha|Peanuts|Sprouted Moong|Onion|Mustard Seeds|Turmeric|Salt|Oil
164,Oats Porridge with Nuts and Milk,breakfast,580,20,72,20,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,medium,Oats|Milk|Almonds|Cashews|Salt
165,Paneer Besan Cheela,breakfast,600,28,45,26,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,medium,Besan|Paneer|Onion|Green Chilli|Salt|Turmeric|Oil
166,Vegetable Dalia with Nuts,breakfast,520,16,80,12,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,low,Broken Wheat|Carrot|Beans|Peas|Nuts|Salt|Oil
167,Peanut Butter Multigrain Toast with Milk,breakfast,650,22,70,30,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,medium,Multigrain Bread|Peanut Butter|Milk
168,3 Egg Omelette with Multigrain Toast,breakfast,620,32,40,32,0,0,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,medium,Eggs|Onion|Salt|Pepper|Multigrain Bread|Oil
169,Paneer Poha,breakfast,600,24,75,20,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,medium,Poha|Paneer|Onion|Peanuts|Turmeric|Salt|Oil
170,Sprouted Moong with Roasted Peanuts,breakfast,520,20,60,18,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,low,Sprouted Moong|Peanuts|Onion|Tomato|Lemon|Salt
171,Vegetable Idli with Coconut Chutney,breakfast,560,16,82,18,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,low,Rice|Urad Dal|Carrot|Beans|Salt|Coconut|Green Chilli
172,Masala Oats with Paneer,breakfast,580,22,68,20,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,medium,Oats|Paneer|Onion|Tomato|Green Chilli|Salt|Oil
173,Ragi Porridge with Almonds,breakfast,520,18,70,16,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,low,Ragi Flour|Milk|Almonds|Salt
174,Paneer Millet Upma,breakfast,600,26,72,20,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,medium,Millet Rava|Paneer|Onion|Carrot|Beans|Salt|Oil
175,Chicken Omelette with Toast,breakfast,640,34,38,34,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,medium,Eggs|Chicken|Salt|Pepper|Bread|Oil
176,Paneer Stuffed Dosa,breakfast,620,28,75,24,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,medium,Rice|Urad Dal|Paneer|Salt|Oil
177,Oats Banana Milk Smoothie,breakfast,580,18,90,14,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,medium,Oats|Banana|Milk|Honey
178,Soya Chunk Vegetable Upma,breakfast,600,30,70,16,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,low,Soya Chunks|Suji|Onion|Carrot|Beans|Salt|Oil
179,Peanut Jaggery Chikki with Milk,breakfast,650,18,85,28,1,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,low,Peanuts|Jaggery|Milk
180,Vegetable Paratha with Curd,breakfast,620,18,75,26,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,low,Wheat Flour|Carrot|Beans|Peas|Salt|Oil|Curd
181,Paneer Butter Masala with 3 Roti,lunch,820,34,80,40,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,medium,Wheat Flour|Paneer|Butter|Onion|Tomato|Cream|Spices|Salt
182,Palak Paneer with Brown Rice,lunch,760,32,75,34,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,medium,Spinach|Paneer|Onion|Tomato|Garlic|Spices|Salt|Oil|Brown Rice
183,Paneer Bhurji with 3 Phulka,lunch,780,36,60,42,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,medium,Wheat Flour|Paneer|Onion|Tomato|Green Chilli|Spices|Salt|Oil
184,Chole with Brown Rice,lunch,720,24,110,14,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,low,Brown Rice|Chickpeas|Onion|Tomato|Garlic|Spices|Salt|Oil
185,Rajma with Jeera Rice,lunch,740,26,115,16,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,low,Rice|Rajma|Cumin Seeds|Onion|Tomato|Garlic|Spices|Salt|Oil
186,Moong Dal Tadka with 3 Roti,lunch,700,28,95,14,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,low,Wheat Flour|Moong Dal|Onion|Tomato|Garlic|Turmeric|Salt|Oil
187,Masoor Dal with Brown Rice,lunch,720,27,105,12,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,low,Brown Rice|Masoor Dal|Onion|Tomato|Garlic|Turmeric|Salt|Oil
188,Soya Chunk Curry with 3 Roti,lunch,780,40,90,20,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,low,Wheat Flour|Soya Chunks|Onion|Tomato|Garlic|Spices|Salt|Oil
189,Tofu Vegetable Curry with Brown Rice,lunch,740,32,95,18,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,medium,Brown Rice|Tofu|Onion|Tomato|Capsicum|Spices|Salt|Oil
190,Paneer Rajma Combo,lunch,820,38,95,32,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,medium,Paneer|Rajma|Onion|Tomato|Garlic|Spices|Salt|Oil
191,Chicken Curry with Brown Rice,lunch,820,42,95,28,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,medium,Brown Rice|Chicken|Onion|Tomato|Garlic|Spices|Salt|Oil
192,Chicken Keema with 3 Phulka,lunch,840,48,70,36,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,medium,Wheat Flour|Chicken Keema|Onion|Tomato|Garlic|Spices|Salt|Oil
193,Grilled Chicken with Jeera Rice,lunch,780,45,85,24,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,medium,Rice|Chicken|Cumin Seeds|Salt|Pepper|Oil
194,Egg Curry with Brown Rice,lunch,760,30,95,22,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,medium,Brown Rice|Eggs|Onion|Tomato|Garlic|Spices|Salt|Oil
195,Egg Bhurji with 3 Phulka,lunch,720,32,70,28,0,0,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,medium,Wheat Flour|Eggs|Onion|Tomato|Green Chilli|Salt|Oil
196,Fish Curry with Brown Rice,lunch,820,40,90,30,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,high,Brown Rice|Fish|Onion|Tomato|Garlic|Spices|Salt|Oil
197,Grilled Fish with Millet Rice,lunch,780,42,85,24,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,high,Millet Rice|Fish|Salt|Pepper|Oil
198,Soya Paneer Protein Bowl,lunch,840,45,85,30,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,medium,Soya Chunks|Paneer|Onion|Capsicum|Spices|Salt|Oil
199,Paneer Chole Combo,lunch,860,40,110,28,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,medium,Paneer|Chickpeas|Onion|Tomato|Garlic|Spices|Salt|Oil
200,Chicken Dal Protein Combo,lunch,880,50,95,26,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,medium,Chicken|Moong Dal|Onion|Tomato|Garlic|Spices|Salt|Oil
201,Paneer Khichdi with Kadhi,dinner,650,28,85,22,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,medium,Rice|Moong Dal|Paneer|Curd|Besan|Turmeric|Salt|Ghee
202,Moong Dal Khichdi with Ghee,dinner,600,22,80,18,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,low,Rice|Moong Dal|Turmeric|Salt|Ghee
203,Bajra Khichdi with Kadhi,dinner,620,24,82,20,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,low,Bajra|Moong Dal|Curd|Besan|Turmeric|Salt|Ghee
204,Vegetable Dal with 2 Roti,dinner,580,26,75,14,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,low,Wheat Flour|Mixed Dal|Onion|Tomato|Garlic|Turmeric|Salt|Oil
205,Masoor Dal with Brown Rice,dinner,620,25,90,12,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,low,Brown Rice|Masoor Dal|Onion|Tomato|Garlic|Turmeric|Salt|Oil
206,Paneer Bhurji with 2 Phulka,dinner,680,30,60,30,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,medium,Wheat Flour|Paneer|Onion|Tomato|Green Chilli|Spices|Salt|Oil
207,Tofu Vegetable Curry with Roti,dinner,600,28,70,16,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,medium,Wheat Flour|Tofu|Onion|Tomato|Capsicum|Spices|Salt|Oil
208,Soya Chunk Khichdi,dinner,650,32,85,16,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,low,Rice|Soya Chunks|Moong Dal|Turmeric|Salt|Oil
209,Paneer Vegetable Dalia,dinner,620,26,78,18,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,medium,Broken Wheat|Paneer|Carrot|Beans|Peas|Salt|Oil
210,Palak Dal with 2 Roti,dinner,580,24,70,14,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,low,Wheat Flour|Spinach|Toor Dal|Onion|Tomato|Garlic|Turmeric|Salt|Oil
211,Chicken Curry with 2 Phulka,dinner,700,34,55,30,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,medium,Wheat Flour|Chicken|Onion|Tomato|Garlic|Spices|Salt|Oil
212,Grilled Chicken with Rice,dinner,680,38,70,20,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,medium,Rice|Chicken|Salt|Pepper|Oil
213,Egg Curry with 2 Roti,dinner,620,28,60,22,0,0,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,medium,Wheat Flour|Eggs|Onion|Tomato|Garlic|Spices|Salt|Oil
214,Egg Bhurji with Brown Rice,dinner,600,30,70,18,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,medium,Brown Rice|Eggs|Onion|Tomato|Green Chilli|Salt|Oil
215,Fish Curry with Rice,dinner,720,36,80,28,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,high,Rice|Fish|Onion|Tomato|Garlic|Spices|Salt|Oil
216,Grilled Fish with Millet Rice,dinner,680,40,75,20,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,high,Millet Rice|Fish|Salt|Pepper|Oil
217,Sprouted Moong Khichdi,dinner,600,26,85,10,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,low,Rice|Sprouted Moong|Turmeric|Salt|Oil
218,Paneer Millet Khichdi,dinner,640,28,80,22,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,medium,Millets|Moong Dal|Paneer|Turmeric|Salt|Oil
219,Vegetable Soya Dalia,dinner,620,30,82,14,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,low,Broken Wheat|Soya Chunks|Carrot|Beans|Peas|Salt|Oil
220,Dal Khichdi with Paneer Cubes,dinner,660,32,90,20,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,medium,Rice|Moong Dal|Paneer|Turmeric|Salt|Ghee
221,Roasted Peanut Jaggery Mix,snack,420,14,40,24,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,low,Peanuts|Jaggery
222,Almond Milk Smoothie,snack,380,12,35,20,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,medium,Almond Milk|Banana|Honey
223,Peanut Butter Banana Shake,snack,480,16,55,22,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,medium,Peanut Butter|Banana|Milk
224,Paneer Cubes with Nuts,snack,420,22,10,30,1,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,medium,Paneer|Almonds|Cashews|Salt
225,Curd with Honey and Nuts,snack,350,14,32,18,1,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,low,Curd|Honey|Almonds|Cashews
226,Dates and Almond Snack,snack,320,8,45,12,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,low,Dates|Almonds
227,Roasted Cashew Mix,snack,420,12,28,30,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,medium,Cashews|Salt
228,Peanut Chikki with Milk,snack,460,16,55,22,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,low,Peanut Chikki|Milk
229,Banana Oats Smoothie,snack,400,14,60,12,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,medium,Banana|Oats|Milk|Honey
230,Sprouted Moong with Peanuts,snack,340,18,40,12,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,low,Sprouted Moong|Peanuts|Onion|Lemon|Salt
231,Paneer Peanut Salad,snack,420,24,18,28,1,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,medium,Paneer|Peanuts|Cucumber|Tomato|Salt|Lemon
232,Whole Wheat Toast with Peanut Butter,snack,380,14,38,20,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,medium,Whole Wheat Bread|Peanut Butter
233,Boiled Chana with Coconut,snack,320,14,45,10,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,low,Boiled Chana|Grated Coconut|Salt
234,Milk with Dates,snack,350,12,48,10,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,low,Milk|Dates
235,Ragi Malt with Nuts,snack,380,14,60,10,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,low,Ragi Flour|Milk|Almonds|Salt
236,Paneer Stuffed Multigrain Sandwich,snack,420,22,40,20,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,medium,Multigrain Bread|Paneer|Onion|Salt|Butter
237,Roasted Soy Nuts with Jaggery,snack,360,20,30,14,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,low,Soy Nuts|Jaggery
238,Curd Banana Bowl,snack,340,12,50,8,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,low,Curd|Banana|Honey
239,Almond Peanut Trail Mix,snack,420,14,24,30,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,medium,Almonds|Peanuts|Cashews
240,Paneer Date Bites,snack,380,20,35,18,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,medium,Paneer|Dates|Cardamom
241,Vegetable Poha,breakfast,340,8,60,8,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,low,Poha|Onion|Peanuts|Mustard Seeds|Curry Leaves|Turmeric|Salt|Oil
242,Vegetable Upma,breakfast,360,10,55,10,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,low,Suji|Onion|Carrot|Beans|Peas|Mustard Seeds|Curry Leaves|Salt|Oil
243,Vegetable Dalia,breakfast,320,9,52,6,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,low,Broken Wheat|Carrot|Beans|Peas|Onion|Salt|Oil
244,Idli with Coconut Chutney,breakfast,380,12,65,8,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,low,Rice|Urad Dal|Coconut|Green Chilli|Salt
245,Oats Vegetable Upma,breakfast,340,12,50,8,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,low,Oats|Onion|Carrot|Beans|Peas|Mustard Seeds|Salt|Oil
246,Besan Cheela,breakfast,360,14,40,12,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,low,Besan|Onion|Green Chilli|Salt|Turmeric|Oil
247,Moong Dal Cheela,breakfast,340,16,42,8,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,low,Moong Dal|Onion|Green Chilli|Salt|Turmeric|Oil
248,Vegetable Uttapam,breakfast,380,12,60,10,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,low,Rice Batter|Onion|Tomato|Capsicum|Green Chilli|Salt|Oil
